,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Has_Score,Has_Rating,Age,Grouped_Publisher
3428,Disney's Extreme Skate Adventure,PS2,Sports,Activision,0.16,0.12,0.0,0.04,0.32,78.0,15.0,83.0,12.0,E,True,True,18.0,Majeur
3429,DJ Hero,PS2,Misc,Activision,0.1,0.02,0.0,0.2,0.32,87.0,4.0,64.0,5.0,T,True,True,12.0,Majeur
3430,Deadpool,PS4,Action,Activision,0.15,0.11,0.0,0.05,0.31,60.0,11.0,57.0,70.0,M,True,True,6.0,Majeur
3431,Star Wars Jedi Knight II: Jedi Outcast,X,Shooter,Activision,0.23,0.07,0.0,0.01,0.31,81.0,24.0,68.0,15.0,T,True,True,19.0,Majeur
3432,Blade II,PS2,Action,Activision,0.15,0.12,0.0,0.04,0.31,49.0,21.0,61.0,14.0,M,True,True,19.0,Majeur
3433,Orphen: Scion of Sorcery,PS2,Role-Playing,Activision,0.15,0.12,0.0,0.04,0.31,54.0,15.0,58.0,8.0,T,True,True,21.0,Majeur
3434,Ultimate Spider-Man,GBA,Action,Activision,0.22,0.08,0.0,0.01,0.3,62.0,4.0,73.0,12.0,E10+,True,True,16.0,Majeur
3435,Monsters vs. Aliens,PS3,Action,Activision,0.21,0.05,0.0,0.04,0.3,66.0,18.0,45.0,4.0,E10+,True,True,12.0,Majeur
3436,NASCAR 2011: The Game,X360,Racing,Activision,0.29,0.0,0.0,0.02,0.3,62.0,24.0,41.0,14.0,E,True,True,10.0,Majeur
3437,Spider-Man 3,PSP,Platform,Activision,0.01,0.23,0.0,0.06,0.3,52.0,7.0,74.0,9.0,T,True,True,14.0,Majeur
3438,Shrek the Third,DS,Action,Activision,0.26,0.02,0.0,0.02,0.3,70.0,16.0,68.0,5.0,E,True,True,14.0,Majeur
3439,Spider-Man: Friend or Foe,X360,Action,Activision,0.26,0.01,0.0,0.02,0.29,60.0,51.0,63.0,26.0,E10+,True,True,14.0,Majeur
3440,Guitar Hero: Van Halen,X360,Misc,Activision,0.16,0.1,0.0,0.03,0.29,57.0,34.0,58.0,17.0,T,True,True,12.0,Majeur
3441,X-Men Legends II: Rise of Apocalypse,PSP,Role-Playing,Activision,0.25,0.01,0.0,0.02,0.29,84.0,30.0,83.0,44.0,T,True,True,16.0,Majeur
3442,Angry Birds Star Wars,PS3,Strategy,Activision,0.1,0.14,0.0,0.05,0.29,49.0,6.0,36.0,23.0,E,True,True,8.0,Majeur
3443,Street Hoops,X,Sports,Activision,0.21,0.06,0.0,0.01,0.28,58.0,22.0,80.0,4.0,T,True,True,19.0,Majeur
3444,Shrek the Third,Wii,Action,Activision,0.25,0.01,0.0,0.02,0.28,57.0,28.0,67.0,7.0,E10+,True,True,14.0,Majeur
3445,Transformers: Dark of the Moon,X360,Action,Activision,0.13,0.12,0.0,0.03,0.28,59.0,53.0,67.0,30.0,T,True,True,10.0,Majeur
3446,Guitar Hero: Van Halen,Wii,Misc,Activision,0.13,0.12,0.0,0.03,0.28,50.0,12.0,52.0,6.0,T,True,True,12.0,Majeur
3447,Tony Hawk: Shred,PS3,Sports,Activision,0.18,0.06,0.0,0.04,0.28,56.0,5.0,67.0,6.0,E,True,True,11.0,Majeur
3448,Skylanders: SuperChargers,XOne,Action,Activision,0.2,0.05,0.0,0.03,0.28,76.0,15.0,55.0,17.0,E10+,True,True,6.0,Majeur
3449,Angry Birds Star Wars,X360,Strategy,Activision,0.16,0.1,0.0,0.02,0.28,59.0,3.0,56.0,25.0,E,True,True,8.0,Majeur
3450,Indiana Jones and the Staff of Kings,PS2,Action,Activision,0.11,0.01,0.0,0.16,0.28,55.0,4.0,75.0,13.0,T,True,True,12.0,Majeur
3451,True Crime: New York City,X,Action,Activision,0.21,0.06,0.0,0.01,0.28,60.0,43.0,78.0,17.0,M,True,True,16.0,Majeur
3452,Ice Age: Dawn of the Dinosaurs,Wii,Action,Activision,0.11,0.14,0.0,0.03,0.28,75.0,12.0,83.0,6.0,E10+,True,True,12.0,Majeur
3453,Guitar Hero: Van Halen,PS3,Misc,Activision,0.14,0.09,0.0,0.04,0.27,59.0,33.0,47.0,9.0,T,True,True,12.0,Majeur
3454,Over the Hedge,DS,Platform,Activision,0.24,0.01,0.0,0.02,0.27,71.0,17.0,64.0,9.0,E,True,True,15.0,Majeur
3455,NASCAR 2011: The Game,PS3,Racing,Activision,0.25,0.0,0.0,0.02,0.27,62.0,16.0,37.0,15.0,E,True,True,10.0,Majeur
3456,Transformers: Cybertron Adventures,Wii,Action,Activision,0.14,0.1,0.0,0.02,0.27,41.0,15.0,65.0,8.0,T,True,True,11.0,Majeur
3457,Gun,X360,Shooter,Activision,0.24,0.01,0.0,0.02,0.27,75.0,53.0,75.0,57.0,M,True,True,16.0,Majeur
3458,Fantastic 4,X,Action,Activision,0.2,0.06,0.0,0.01,0.27,62.0,46.0,66.0,8.0,T,True,True,16.0,Majeur
3459,Family Guy: Back to the Multiverse,PS3,Action,Activision,0.12,0.1,0.0,0.04,0.26,40.0,9.0,64.0,31.0,M,True,True,9.0,Majeur
3460,Angry Birds Trilogy,X360,Action,Activision,0.18,0.05,0.0,0.02,0.26,63.0,13.0,35.0,27.0,E,True,True,9.0,Majeur
3461,Spider-Man: Web of Shadows,PS3,Action,Activision,0.2,0.04,0.0,0.02,0.26,67.0,44.0,79.0,34.0,T,True,True,13.0,Majeur
3462,Tony Hawk: Shred,X360,Sports,Activision,0.17,0.06,0.0,0.02,0.26,53.0,10.0,66.0,10.0,E,True,True,11.0,Majeur
3463,MTX Mototrax,PS2,Racing,Activision,0.13,0.1,0.0,0.03,0.26,77.0,30.0,81.0,9.0,E,True,True,17.0,Majeur
3464,Skylanders SWAP Force,3DS,Platform,Activision,0.11,0.12,0.0,0.02,0.25,68.0,12.0,64.0,13.0,E10+,True,True,8.0,Majeur
3465,Spider-Man: Web of Shadows,Wii,Action,Activision,0.22,0.01,0.0,0.02,0.25,63.0,20.0,69.0,13.0,T,True,True,13.0,Majeur
3466,Tony Hawks Proving Ground,Wii,Sports,Activision,0.22,0.01,0.0,0.02,0.25,57.0,8.0,62.0,19.0,T,True,True,14.0,Majeur
3467,Indiana Jones and the Staff of Kings,PSP,Action,Activision,0.11,0.09,0.0,0.05,0.25,63.0,10.0,78.0,17.0,T,True,True,12.0,Majeur
3468,Spider-Man: Edge of Time,X360,Action,Activision,0.18,0.05,0.0,0.02,0.25,57.0,50.0,68.0,34.0,T,True,True,10.0,Majeur
3469,Indiana Jones and the Staff of Kings,DS,Action,Activision,0.16,0.07,0.0,0.02,0.25,50.0,5.0,68.0,11.0,T,True,True,12.0,Majeur
3470,X-Men Origins: Wolverine,Wii,Action,Activision,0.19,0.04,0.0,0.02,0.25,53.0,8.0,61.0,10.0,T,True,True,12.0,Majeur
3471,X-Men Legends II: Rise of Apocalypse,GC,Role-Playing,Activision,0.19,0.05,0.0,0.01,0.25,82.0,34.0,62.0,26.0,T,True,True,16.0,Majeur
3472,Family Guy: Back to the Multiverse,X360,Action,Activision,0.14,0.09,0.0,0.02,0.25,39.0,28.0,50.0,51.0,M,True,True,9.0,Majeur
3473,Skylanders Imaginators,PS4,Platform,Activision,0.09,0.11,0.0,0.04,0.24,79.0,49.0,52.0,18.0,E10+,True,True,5.0,Majeur
3474,Percy Jackson and the Olympians: The Lightning Thief,DS,Role-Playing,Activision,0.22,0.01,0.0,0.02,0.24,56.0,6.0,69.0,12.0,E10+,True,True,11.0,Majeur
3475,Dancing With The Stars,Wii,Misc,Activision,0.22,0.0,0.0,0.02,0.24,42.0,5.0,62.0,5.0,E10+,True,True,14.0,Majeur
3476,Bakugan: Battle Brawlers,X360,Action,Activision,0.2,0.02,0.0,0.02,0.24,60.0,16.0,52.0,9.0,E,True,True,12.0,Majeur
3477,Fantastic 4,GC,Action,Activision,0.19,0.05,0.0,0.01,0.24,61.0,32.0,40.0,6.0,T,True,True,16.0,Majeur
3478,Tony Hawks American Sk8land,GBA,Sports,Activision,0.17,0.06,0.0,0.0,0.24,64.0,7.0,54.0,5.0,E,True,True,16.0,Majeur
3479,Singularity,PS3,Shooter,Activision,0.17,0.04,0.01,0.03,0.24,77.0,48.0,77.0,100.0,M,True,True,11.0,Majeur
3480,Spider-Man: Shattered Dimensions,Wii,Action,Activision,0.12,0.09,0.0,0.02,0.24,75.0,13.0,77.0,15.0,T,True,True,11.0,Majeur
3481,X-Men: Destiny,PS3,Action,Activision,0.14,0.07,0.0,0.03,0.24,50.0,33.0,48.0,37.0,T,True,True,10.0,Majeur
3482,X-Men: Destiny,X360,Action,Activision,0.18,0.04,0.0,0.02,0.24,47.0,51.0,50.0,72.0,T,True,True,10.0,Majeur
3483,Bakugan: Battle Brawlers,PS3,Action,Activision,0.19,0.03,0.0,0.02,0.23,63.0,10.0,82.0,5.0,E,True,True,12.0,Majeur
3484,Transformers: Devastation,PS4,Action,Activision,0.11,0.09,0.0,0.04,0.23,77.0,50.0,74.0,163.0,T,True,True,6.0,Majeur
3485,Star Wars Jedi Knight II: Jedi Outcast,GC,Shooter,Activision,0.18,0.05,0.0,0.01,0.23,75.0,17.0,78.0,19.0,T,True,True,19.0,Majeur
3486,Tony Hawks Downhill Jam,Wii,Sports,Activision,0.21,0.0,0.0,0.02,0.23,69.0,42.0,62.0,13.0,E10+,True,True,15.0,Majeur
3487,Madagascar: Escape 2 Africa,PS3,Action,Activision,0.12,0.08,0.0,0.03,0.23,58.0,13.0,68.0,4.0,E10+,True,True,13.0,Majeur
3488,Soldier of Fortune II: Double Helix,X,Shooter,Activision,0.17,0.05,0.0,0.01,0.23,61.0,26.0,65.0,13.0,M,True,True,18.0,Majeur
3489,Tony Hawks Proving Ground,DS,Sports,Activision,0.2,0.01,0.0,0.02,0.23,79.0,21.0,67.0,6.0,E10+,True,True,14.0,Majeur
3490,NASCAR 2011: The Game,Wii,Racing,Activision,0.21,0.0,0.0,0.01,0.22,42.0,5.0,31.0,9.0,E,True,True,10.0,Majeur
3491,Spider-Man: Edge of Time,PS3,Action,Activision,0.13,0.07,0.0,0.03,0.22,58.0,43.0,72.0,29.0,T,True,True,10.0,Majeur
3492,Tony Hawks Downhill Jam,DS,Sports,Activision,0.2,0.0,0.0,0.02,0.22,76.0,34.0,70.0,7.0,E,True,True,15.0,Majeur
3493,Angry Birds Star Wars,PS4,Strategy,Activision,0.1,0.08,0.0,0.04,0.22,47.0,5.0,20.0,88.0,E,True,True,8.0,Majeur
3494,Guitar Hero: Smash Hits,PS2,Misc,Activision,0.11,0.01,0.0,0.1,0.22,69.0,6.0,83.0,6.0,T,True,True,12.0,Majeur
3495,Shrek SuperSlam,GC,Action,Activision,0.17,0.04,0.0,0.01,0.22,70.0,11.0,77.0,7.0,E10+,True,True,16.0,Majeur
3496,Tenchu: Return From Darkness,X,Action,Activision,0.16,0.05,0.0,0.01,0.21,70.0,55.0,70.0,6.0,M,True,True,17.0,Majeur
3497,Tony Hawks American Sk8land,DS,Sports,Activision,0.19,0.0,0.0,0.02,0.21,84.0,31.0,87.0,55.0,E,True,True,16.0,Majeur
3498,Guitar Hero Live,WiiU,Misc,Activision,0.13,0.06,0.0,0.02,0.21,84.0,4.0,61.0,36.0,T,True,True,6.0,Majeur
3499,World Series of Poker,PSP,Misc,Activision,0.19,0.0,0.0,0.02,0.21,37.0,6.0,64.0,20.0,E10+,True,True,16.0,Majeur
3500,Spider-Man: Web of Shadows,PS2,Action,Activision,0.1,0.08,0.0,0.03,0.21,69.0,4.0,41.0,16.0,E10+,True,True,13.0,Majeur
3501,X2: Wolverines Revenge,X,Platform,Activision,0.15,0.04,0.0,0.01,0.21,58.0,27.0,64.0,9.0,T,True,True,18.0,Majeur
3502,Pitfall: The Lost Expedition,PS2,Platform,Activision,0.1,0.08,0.0,0.03,0.2,70.0,34.0,89.0,12.0,E,True,True,17.0,Majeur
3503,X2: Wolverines Revenge,GBA,Platform,Activision,0.14,0.05,0.0,0.0,0.2,72.0,8.0,72.0,5.0,E,True,True,18.0,Majeur
3504,Monster Jam,X360,Racing,Activision,0.18,0.0,0.0,0.02,0.2,43.0,9.0,64.0,5.0,E,True,True,14.0,Majeur
3505,Marvel: Ultimate Alliance 2,DS,Role-Playing,Activision,0.16,0.03,0.0,0.02,0.2,65.0,7.0,67.0,9.0,E10+,True,True,12.0,Majeur
3506,Apache: Air Assault,PS3,Simulation,Activision,0.11,0.06,0.0,0.03,0.2,66.0,17.0,61.0,12.0,T,True,True,11.0,Majeur
3507,Gladius,PS2,Strategy,Activision,0.1,0.08,0.0,0.03,0.2,78.0,27.0,80.0,22.0,T,True,True,18.0,Majeur
3508,Soldier of Fortune: Payback,X360,Shooter,Activision,0.18,0.0,0.0,0.02,0.2,50.0,35.0,56.0,20.0,M,True,True,14.0,Majeur
3509,X-Men Origins: Wolverine,DS,Action,Activision,0.15,0.03,0.0,0.02,0.2,55.0,8.0,81.0,8.0,E10+,True,True,12.0,Majeur
3510,Shrek: Forever After,PS3,Platform,Activision,0.16,0.02,0.0,0.02,0.19,57.0,11.0,45.0,6.0,E10+,True,True,11.0,Majeur
3511,X-Men Origins: Wolverine,PSP,Action,Activision,0.13,0.03,0.0,0.03,0.19,60.0,6.0,75.0,12.0,T,True,True,12.0,Majeur
3512,Spider-Man: Shattered Dimensions,DS,Action,Activision,0.17,0.01,0.0,0.01,0.19,73.0,13.0,70.0,6.0,E10+,True,True,11.0,Majeur
3513,Gungrave,PS2,Shooter,Activision,0.09,0.07,0.0,0.02,0.19,65.0,28.0,86.0,16.0,M,True,True,19.0,Majeur
3514,Ice Age: Dawn of the Dinosaurs,PS3,Action,Activision,0.13,0.03,0.0,0.02,0.19,67.0,23.0,73.0,7.0,E10+,True,True,12.0,Majeur
3515,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,Action,Activision,0.09,0.07,0.0,0.02,0.19,68.0,13.0,81.0,15.0,E10+,True,True,16.0,Majeur
3516,Bloody Roar: Primal Fury,GC,Fighting,Activision,0.14,0.04,0.0,0.0,0.18,75.0,27.0,85.0,20.0,T,True,True,19.0,Majeur
3517,Cabelas Big Game Hunter 2005 Adventures,X,Sports,Activision,0.13,0.04,0.0,0.01,0.18,65.0,5.0,83.0,6.0,T,True,True,17.0,Majeur
3518,Van Helsing,X,Action,Activision,0.13,0.04,0.0,0.01,0.18,63.0,32.0,76.0,8.0,T,True,True,14.0,Majeur
3519,Spider-Man: Friend or Foe,PSP,Action,Activision,0.16,0.0,0.0,0.01,0.18,58.0,7.0,44.0,9.0,E10+,True,True,14.0,Majeur
3520,Gun,GC,Shooter,Activision,0.14,0.04,0.0,0.0,0.18,77.0,27.0,86.0,8.0,M,True,True,16.0,Majeur
3521,How to Train Your Dragon,PS3,Action,Activision,0.12,0.03,0.0,0.02,0.18,51.0,18.0,70.0,6.0,E10+,True,True,11.0,Majeur
3522,Rapala Fishing Frenzy 2009,PS3,Sports,Activision,0.16,0.0,0.0,0.01,0.17,31.0,4.0,44.0,9.0,E,True,True,13.0,Majeur
3523,True Crime: New York City,GC,Action,Activision,0.13,0.03,0.0,0.0,0.17,59.0,25.0,88.0,24.0,M,True,True,16.0,Majeur
3524,X-Men: The Official Game,X360,Action,Activision,0.16,0.0,0.0,0.01,0.17,52.0,57.0,61.0,21.0,T,True,True,15.0,Majeur
3525,Bee Movie Game,X360,Action,Activision,0.16,0.0,0.0,0.01,0.17,71.0,25.0,58.0,13.0,E,True,True,14.0,Majeur
3526,Monsters vs. Aliens,X360,Action,Activision,0.12,0.03,0.0,0.01,0.17,63.0,31.0,66.0,7.0,E10+,True,True,12.0,Majeur
3527,Lost Kingdoms,GC,Role-Playing,Activision,0.1,0.02,0.04,0.0,0.17,72.0,22.0,80.0,15.0,T,True,True,19.0,Majeur
3528,Apache: Air Assault,X360,Simulation,Activision,0.12,0.03,0.0,0.01,0.16,70.0,26.0,64.0,31.0,T,True,True,11.0,Majeur
3529,Angry Birds Trilogy,PS3,Action,Activision,0.12,0.02,0.0,0.03,0.16,66.0,8.0,37.0,20.0,E,True,True,9.0,Majeur
3530,Wakeboarding Unleashed Featuring Shaun Murray,PS2,Sports,Activision,0.08,0.06,0.0,0.02,0.16,83.0,23.0,90.0,12.0,E,True,True,18.0,Majeur
3531,Angry Birds Star Wars,XOne,Strategy,Activision,0.11,0.04,0.0,0.02,0.16,53.0,4.0,69.0,63.0,E,True,True,8.0,Majeur
3532,Chaotic: Shadow Warriors,X360,Action,Activision,0.14,0.0,0.0,0.01,0.16,60.0,4.0,50.0,4.0,E10+,True,True,12.0,Majeur
3533,Ultimate Spider-Man,DS,Action,Activision,0.14,0.0,0.0,0.01,0.15,78.0,17.0,77.0,10.0,E10+,True,True,16.0,Majeur
3534,Disney's The Lion King: Simbas Mighty Adventure,PS,Action,Activision,0.08,0.06,0.0,0.01,0.15,30.0,5.0,69.0,9.0,E,True,True,21.0,Majeur
3535,Skylanders Giants,3DS,Action,Activision,0.13,0.01,0.0,0.02,0.15,59.0,9.0,50.0,13.0,E10+,True,True,9.0,Majeur
3536,X-Men: The Official Game,GC,Action,Activision,0.12,0.03,0.0,0.0,0.15,50.0,31.0,63.0,8.0,T,True,True,15.0,Majeur
3537,Skylanders Imaginators,XOne,Platform,Activision,0.09,0.05,0.0,0.01,0.15,78.0,14.0,53.0,9.0,E10+,True,True,5.0,Majeur
3538,Toy Story Racer,PS,Racing,Activision,0.08,0.06,0.0,0.01,0.15,76.0,8.0,87.0,9.0,E,True,True,20.0,Majeur
3539,Soldier of Fortune: Payback,PS3,Shooter,Activision,0.12,0.02,0.0,0.01,0.15,50.0,14.0,54.0,13.0,M,True,True,14.0,Majeur
3540,Spider-Man: Friend or Foe,Wii,Action,Activision,0.13,0.0,0.0,0.01,0.14,59.0,29.0,80.0,6.0,E10+,True,True,14.0,Majeur
3541,Transformers: Devastation,XOne,Action,Activision,0.09,0.04,0.0,0.01,0.14,75.0,25.0,79.0,56.0,T,True,True,6.0,Majeur
3542,Doom,GBA,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,81.0,24.0,85.0,15.0,T,True,True,20.0,Majeur
3543,How to Train Your Dragon,X360,Action,Activision,0.11,0.02,0.0,0.01,0.14,58.0,23.0,76.0,10.0,E10+,True,True,11.0,Majeur
3544,Gladius,X,Strategy,Activision,0.1,0.03,0.0,0.0,0.14,79.0,31.0,86.0,23.0,T,True,True,18.0,Majeur
3545,Blade II,X,Action,Activision,0.1,0.03,0.0,0.0,0.13,53.0,20.0,40.0,4.0,M,True,True,19.0,Majeur
3546,Cabelas Alaskan Adventure,X360,Sports,Activision,0.12,0.0,0.0,0.01,0.13,48.0,11.0,56.0,17.0,T,True,True,15.0,Majeur
3547,Spider-Man: Battle for New York,DS,Platform,Activision,0.12,0.0,0.0,0.01,0.13,68.0,13.0,69.0,8.0,E10+,True,True,15.0,Majeur
3548,Tony Hawks Pro Skater 5,XOne,Sports,Activision,0.1,0.02,0.0,0.01,0.13,39.0,18.0,21.0,132.0,T,True,True,6.0,Majeur
3549,X-Men: Next Dimension,GC,Fighting,Activision,0.1,0.03,0.0,0.0,0.13,63.0,17.0,82.0,11.0,T,True,True,19.0,Majeur
3550,Jurassic: The Hunted,X360,Shooter,Activision,0.12,0.0,0.0,0.01,0.13,60.0,4.0,72.0,21.0,T,True,True,12.0,Majeur
3551,Lemony Snickets A Series of Unfortunate Events,X,Platform,Activision,0.09,0.03,0.0,0.0,0.12,70.0,17.0,72.0,5.0,E,True,True,17.0,Majeur
3552,Ice Age: Dawn of the Dinosaurs,X360,Action,Activision,0.09,0.02,0.0,0.01,0.12,68.0,28.0,75.0,6.0,E10+,True,True,12.0,Majeur
3553,X2: Wolverines Revenge,GC,Platform,Activision,0.09,0.02,0.0,0.0,0.12,62.0,21.0,66.0,8.0,T,True,True,18.0,Majeur
3554,Street Hoops,GC,Sports,Activision,0.09,0.02,0.0,0.0,0.12,56.0,9.0,73.0,7.0,T,True,True,19.0,Majeur
3555,Disney's Extreme Skate Adventure,GC,Sports,Activision,0.09,0.02,0.0,0.0,0.12,76.0,18.0,76.0,5.0,E,True,True,18.0,Majeur
3556,Spider-Man: Edge of Time,3DS,Action,Activision,0.08,0.03,0.0,0.01,0.12,50.0,7.0,64.0,12.0,T,True,True,10.0,Majeur
3557,Cabelas Deer Hunt 2005 Season,X,Sports,Activision,0.09,0.02,0.0,0.0,0.11,59.0,5.0,75.0,6.0,T,True,True,17.0,Majeur
3558,Blood Drive,X360,Racing,Activision,0.09,0.01,0.0,0.01,0.11,40.0,21.0,65.0,10.0,M,True,True,11.0,Majeur
3559,Pimp My Ride,Wii,Racing,Activision,0.1,0.0,0.0,0.01,0.11,26.0,4.0,38.0,8.0,T,True,True,13.0,Majeur
3560,Shrek: Forever After,X360,Platform,Activision,0.1,0.0,0.0,0.01,0.11,62.0,22.0,62.0,9.0,E10+,True,True,11.0,Majeur
3561,XXX,GBA,Action,Activision,0.08,0.03,0.0,0.0,0.11,50.0,13.0,50.0,4.0,E,True,True,19.0,Majeur
3562,Disney's Extreme Skate Adventure,X,Sports,Activision,0.08,0.02,0.0,0.0,0.11,76.0,15.0,83.0,7.0,E,True,True,18.0,Majeur
3563,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,Action,Activision,0.07,0.02,0.0,0.02,0.11,44.0,49.0,54.0,165.0,T,True,True,5.0,Majeur
3564,Pimp My Ride,X360,Racing,Activision,0.1,0.0,0.0,0.01,0.11,38.0,14.0,38.0,29.0,T,True,True,15.0,Majeur
3565,Cabelas North American Adventures,X360,Sports,Activision,0.1,0.0,0.0,0.01,0.11,51.0,5.0,90.0,4.0,T,True,True,11.0,Majeur
3566,X-Men: The Official Game,DS,Action,Activision,0.1,0.0,0.0,0.01,0.1,50.0,17.0,78.0,6.0,E10+,True,True,15.0,Majeur
3567,NASCAR The Game: Inside Line,X360,Racing,Activision,0.09,0.0,0.0,0.01,0.1,72.0,7.0,34.0,27.0,E,True,True,9.0,Majeur
3568,X-Men: The Official Game,X,Action,Activision,0.08,0.02,0.0,0.0,0.1,53.0,38.0,81.0,7.0,T,True,True,15.0,Majeur
3569,Van Helsing,GBA,Action,Activision,0.07,0.03,0.0,0.0,0.1,33.0,11.0,63.0,6.0,T,True,True,17.0,Majeur
3570,Bee Movie Game,PS2,Action,Activision,0.05,0.04,0.0,0.01,0.1,65.0,11.0,75.0,4.0,E,True,True,14.0,Majeur
3571,Kelly Slaters Pro Surfer,X,Sports,Activision,0.08,0.02,0.0,0.0,0.1,80.0,15.0,80.0,5.0,E,True,True,19.0,Majeur
3572,Spider-Man: Web of Shadows,DS,Action,Activision,0.09,0.0,0.0,0.01,0.1,77.0,12.0,75.0,14.0,E10+,True,True,13.0,Majeur
3573,X-Men: Destiny,Wii,Action,Activision,0.07,0.02,0.0,0.01,0.1,36.0,10.0,45.0,15.0,T,True,True,10.0,Majeur
3574,Minority Report: Everybody Runs,X,Action,Activision,0.07,0.02,0.0,0.0,0.1,54.0,18.0,50.0,4.0,T,True,True,19.0,Majeur
3575,Little League World Series Baseball 2008,Wii,Sports,Activision,0.09,0.0,0.0,0.01,0.09,70.0,8.0,80.0,6.0,E,True,True,13.0,Majeur
3576,Shrek SuperSlam,X,Action,Activision,0.07,0.02,0.0,0.0,0.09,71.0,20.0,93.0,4.0,E10+,True,True,16.0,Majeur
3577,The Weakest Link,PS,Misc,Activision,0.05,0.03,0.0,0.01,0.09,63.0,7.0,72.0,6.0,E,True,True,20.0,Majeur
3578,Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,Action,Activision,0.07,0.02,0.0,0.0,0.09,68.0,11.0,76.0,10.0,E10+,True,True,16.0,Majeur
3579,Spider-Man: Edge of Time,Wii,Action,Activision,0.06,0.02,0.0,0.01,0.09,62.0,9.0,52.0,6.0,T,True,True,10.0,Majeur
3580,NASCAR The Game: Inside Line,PS3,Racing,Activision,0.07,0.0,0.0,0.01,0.08,76.0,4.0,45.0,15.0,E,True,True,9.0,Majeur
3581,World Series of Poker 2008: Battle for the Bracelets,X360,Misc,Activision,0.06,0.01,0.0,0.01,0.08,74.0,10.0,67.0,6.0,T,True,True,14.0,Majeur
3582,Pitfall: The Lost Expedition,GC,Platform,Activision,0.06,0.02,0.0,0.0,0.08,73.0,25.0,86.0,8.0,E,True,True,17.0,Majeur
3583,The History Channel: Battle for the Pacific,PS3,Shooter,Activision,0.07,0.0,0.0,0.01,0.07,36.0,7.0,19.0,14.0,T,True,True,13.0,Majeur
3584,Gladius,GC,Strategy,Activision,0.06,0.01,0.0,0.0,0.07,82.0,19.0,88.0,12.0,T,True,True,18.0,Majeur
3585,Blood Drive,PS3,Racing,Activision,0.07,0.0,0.0,0.01,0.07,47.0,11.0,70.0,5.0,M,True,True,11.0,Majeur
3586,Pitfall: The Lost Expedition,X,Platform,Activision,0.05,0.01,0.0,0.0,0.07,73.0,35.0,78.0,4.0,E,True,True,17.0,Majeur
3587,X-Men: The Official Game,GBA,Action,Activision,0.05,0.02,0.0,0.0,0.07,55.0,9.0,93.0,6.0,E10+,True,True,15.0,Majeur
3588,Miami Vice: The Game,PSP,Shooter,Activision,0.06,0.0,0.0,0.0,0.06,63.0,36.0,70.0,12.0,M,True,True,15.0,Majeur
3589,Blur,PC,Racing,Activision,0.01,0.04,0.0,0.01,0.06,81.0,24.0,74.0,177.0,E10+,True,True,11.0,Majeur
3590,Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,Action,Activision,0.04,0.01,0.0,0.01,0.06,55.0,14.0,59.0,39.0,T,True,True,5.0,Majeur
3591,The History Channel: Battle for the Pacific,X360,Shooter,Activision,0.05,0.0,0.0,0.0,0.06,35.0,11.0,61.0,21.0,T,True,True,14.0,Majeur
3592,Gun Showdown,PSP,Action,Activision,0.05,0.0,0.0,0.01,0.06,73.0,41.0,76.0,9.0,M,True,True,15.0,Majeur
3593,Lost Kingdoms II,GC,Role-Playing,Activision,0.04,0.01,0.0,0.0,0.06,68.0,25.0,91.0,14.0,T,True,True,18.0,Majeur
3594,X-Men: Destiny,DS,Action,Activision,0.05,0.01,0.0,0.0,0.06,33.0,6.0,56.0,7.0,E10+,True,True,10.0,Majeur
3595,Wakeboarding Unleashed Featuring Shaun Murray,X,Sports,Activision,0.04,0.01,0.0,0.0,0.05,80.0,23.0,88.0,9.0,E,True,True,18.0,Majeur
3596,The Lost Vikings,GBA,Puzzle,Activision,0.04,0.01,0.0,0.0,0.05,75.0,16.0,91.0,15.0,E,True,True,18.0,Majeur
3597,Rock N Roll Racing,GBA,Racing,Activision,0.03,0.01,0.0,0.0,0.05,80.0,12.0,81.0,7.0,E,True,True,18.0,Majeur
3598,LEGO Indiana Jones 2: The Adventure Continues,PC,Action,Activision,0.02,0.03,0.0,0.01,0.05,66.0,13.0,80.0,19.0,E10+,True,True,12.0,Majeur
3599,Rapala Fishing Frenzy 2009,X360,Sports,Activision,0.04,0.0,0.0,0.0,0.05,41.0,5.0,72.0,6.0,E,True,True,13.0,Majeur
3600,Wolfenstein,PC,Shooter,Activision,0.01,0.03,0.0,0.01,0.05,74.0,41.0,72.0,266.0,M,True,True,12.0,Majeur
3601,Prototype: Biohazard Bundle,PS4,Action,Activision,0.03,0.0,0.0,0.01,0.04,48.0,4.0,20.0,53.0,M,True,True,5.0,Majeur
3602,The Movies,PC,Simulation,Activision,0.01,0.03,0.0,0.01,0.04,84.0,62.0,83.0,132.0,T,True,True,16.0,Majeur
3603,Greg Hastings Tournament Paintball Maxd,DS,Shooter,Activision,0.03,0.0,0.0,0.0,0.04,39.0,4.0,74.0,10.0,E10+,True,True,15.0,Majeur
